Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,PCA1,PCA2,Cluster
27,0,6,26540.588759490645,3,1,0,66854.74008515506,0,-13517.322934449476,-23199.226370941757,0
52,1,1,17887.87388826426,1,1,1,55922.28822848064,1,-24472.77617592649,-31822.799878355105,0
42,1,7,64979.96268787427,3,1,0,117548.23318959025,0,37278.34604752778,15105.025750399007,2
20,1,4,84696.65417076332,3,1,1,13959.99197508801,0,-66257.02685025928,35097.479849117044,0
64,0,3,31255.870347026248,4,1,0,133948.4803374506,0,53588.73537925944,-18662.617256842,1
55,0,9,57779.145496049045,2,1,1,71726.35347099391,0,-8562.545341594072,8026.247586322104,0
34,0,1,73030.52769810532,2,0,1,80592.00608815334,0,343.6867972631735,23253.96845763985,2
29,1,8,39848.7689139335,2,1,0,98798.94207296986,0,18462.20254496562,-9976.15372219665,1
69,1,1,6632.561133806758,2,0,0,48414.00476632751,1,-32011.00334139639,-43058.079840349164,0
41,1,5,22918.491092778524,3,0,1,93634.24880295907,0,13252.44606781406,-26892.619091420416,1
46,1,8,88306.58080886833,4,1,1,107025.45255900112,0,26817.71635154415,38459.58100430802,2
60,0,6,82448.0266254895,4,1,1,26510.40299103228,0,-53712.647737968335,32815.44130631915,0
42,0,7,8653.252882391704,2,1,0,82865.90928238786,1,2446.1595613653626,-41129.133029817334,1
53,0,8,22394.87233672408,3,1,1,56118.81905980086,0,-24264.244900801612,-27316.340725533304,0
43,1,6,76916.528212332,2,1,1,88030.0815938912,0,7792.083531331591,27120.14924749302,2
55,1,6,48589.823198882,2,1,0,12981.20024956418,0,-67331.95942563904,-1006.6168199010644,0
18,0,6,75996.70316957243,4,0,1,113975.24986956354,0,33734.71041981323,26131.241243938937,2
37,0,5,21109.24716621465,4,0,0,33576.63063654,0,-46809.77681563679,-28541.936486339357,0
45,1,8,95269.81391702748,2,1,1,106514.17267167792,0,26324.9798169937,45424.15085092793,2
33,0,2,78360.74487998993,3,0,0,117634.08770138543,1,37399.830269637445,28485.531895865955,2
64,0,7,19745.232482600804,2,0,0,115365.678942135,1,34975.349587087694,-30123.732435675145,1
34,1,4,55844.92006799889,4,0,0,124450.29324172692,0,44156.05700198759,5951.636863437227,2
57,1,1,11309.712809625782,4,0,0,53084.32116540781,1,-27328.249337647852,-38393.38075931495,0
45,1,5,36143.48151265026,3,0,0,145395.84314694093,0,65049.07214061155,-13805.505202804685,1
29,0,3,65962.13684755207,2,0,0,13334.544518769602,0,-66932.35791142659,16364.694369276483,0
44,1,4,33012.76879287717,2,1,1,77368.01345608427,0,-2986.852775453488,-16755.063801982935,1
59,0,7,65675.8395757968,1,0,0,47839.89136792139,1,-32427.895598282958,15986.518020122072,0
64,0,5,24477.946466076195,2,0,1,113583.26297856242,0,33205.54211096687,-25386.28905208869,1
47,1,4,72120.67805330669,3,0,0,122731.25995710165,0,42480.36860574027,22231.914549030924,2
58,0,1,35958.95739199291,4,0,0,125134.95385249578,1,44787.763390541004,-13936.078417461256,1
51,1,6,79048.12709114372,1,1,1,51566.567788856664,0,-28665.62499068128,29348.834816846058,0
54,1,6,13668.991471781355,3,0,0,48379.675055713735,1,-32026.596548152265,-36021.58303181137,0
23,0,7,36197.79493522852,3,1,1,104771.00069898392,0,24424.51823761675,-13643.017023000699,1
24,0,1,46393.24537746842,1,0,1,139945.81104164914,0,59626.352107375205,-3541.2654444096697,1
49,1,4,42384.552450057665,2,1,1,45588.73018205376,0,-34741.06838064134,-7298.69218810476,0
49,1,9,43309.450452034005,1,0,0,137483.95791666798,1,57156.29636268054,-6618.494074244481,1
42,1,6,44480.33333450726,3,0,1,92804.59503137732,0,12480.209645401774,-5328.644106986845,1
50,1,2,98880.35252326512,2,0,1,113311.32307095193,0,33131.720207632476,49016.57735232115,2
24,1,4,19315.710326965473,4,1,1,71584.89001109474,0,-8806.428039695267,-30436.674528907744,1
69,1,6,76866.38305086043,1,1,0,122960.01103185474,1,42721.75573084029,26976.99360287081,2
29,0,4,55178.8781106658,3,1,0,145869.00498715788,0,65572.91926772027,5228.563989338581,2
33,0,7,41362.84181098541,2,1,0,33880.60239455017,0,-46451.87532494558,-8289.223054007802,0
33,0,3,63352.87171752645,3,0,0,63978.3195000349,0,-16295.710348423061,13620.585349122659,0
60,0,6,85353.14430998039,2,0,0,130743.93044871274,0,50528.24587342037,35442.997926566204,2
53,1,4,46663.8363953086,2,1,1,34734.20332421641,0,-45584.161954202566,-2990.520217197678,0
30,0,3,86480.13689610676,1,0,1,67814.88208280486,0,-12397.578603764545,36737.55262191002,2
24,0,3,9379.833495904988,4,0,1,33256.11535951584,0,-47161.52384332263,-40270.45510935245,0
53,1,2,65308.42219930989,2,0,1,100771.55622604198,0,20502.60322867779,15478.156664679926,2
64,0,3,33318.00613208632,3,1,0,43364.68130792056,0,-36989.25150159323,-16359.284217579225,0
68,1,1,38671.53272721641,2,1,0,63312.29475566419,1,-17027.453499497882,-11058.892673347895,0
26,1,3,57101.975090430366,4,0,0,78758.71215551345,0,-1532.0148763229372,7330.353977131454,2
49,1,9,47991.67982975723,3,1,0,51598.04301221551,0,-28716.846319558346,-1707.5861538156605,0
28,1,4,38177.94385098544,2,1,1,105186.13025972772,0,24844.919047883945,-11663.980526811029,1
25,1,3,30832.342181973137,2,1,1,25574.92360037543,0,-54785.565094665864,-18797.56916805992,0
50,0,8,61831.53022315322,1,1,1,133172.107060971,0,52893.78098858557,11915.001534647345,2
40,0,1,50557.96518296253,4,0,0,77387.66390814065,1,-2920.4834439983097,790.0180638583115,0
42,0,5,32330.912551088044,2,1,1,90193.97875794915,0,9837.251414144761,-17471.070326643676,1
25,1,1,20496.10188775588,4,1,1,97098.15486126344,0,16709.88948693541,-29324.22331849789,1
62,0,7,77446.81959637522,2,0,0,18355.48667552054,0,-61880.85223900656,27835.966739883042,0
39,0,5,79971.49245278878,3,1,0,115978.70577468126,0,35748.74330210115,30100.68167152862,2
21,0,2,21378.812698020265,4,0,1,142431.85958847997,0,62045.783941053014,-28562.229236908952,1
57,0,1,26164.901324460032,3,0,0,82787.11489832187,1,2413.9951645124966,-23617.33686087303,1
20,1,7,23914.30225014869,4,1,1,64721.619263779874,0,-15657.429444418987,-25819.823540026147,0
46,0,1,88456.97455765415,3,0,1,119871.41901561264,0,39664.037733596764,38575.768260569406,2
58,1,3,77413.03810618505,2,0,1,110849.41417413842,0,30612.65737908575,27555.894556713196,2
46,1,6,7457.352324998068,3,1,1,101136.61149085108,0,20713.61259781639,-42373.68017557197,1
51,0,6,83266.59498270857,3,1,1,145149.19941867926,0,64927.90771378453,33318.09796260439,2
51,1,7,3685.182072579162,2,1,0,91448.41906845666,1,11015.41009199302,-46120.03954893645,1
45,1,1,25319.97909830127,4,0,0,44772.60414880895,1,-35602.63071187275,-24361.031878276463,0
30,1,7,91899.1384096615,3,0,0,13467.246710511568,0,-66730.59170399682,42301.250622988744,0
32,1,2,86433.12947662095,1,0,1,73484.68418345164,0,-6727.921764520594,36675.44794305614,2
40,1,6,78143.45147246147,1,0,1,101325.29800405064,0,21090.51981767587,28311.66594616221,2
61,1,8,45754.72291092496,3,0,0,34099.4793891627,0,-46221.30437002517,-3897.9403508847827,0
43,1,5,32141.410102000777,3,0,0,13606.923324808464,0,-66750.03709981464,-17456.637762329327,0
21,0,3,88154.58375404567,3,1,0,137272.523738038,0,57064.27544793098,38227.04325188754,2
43,0,8,65707.40902692122,4,0,1,52272.63989705528,0,-27995.078795773523,16006.28393792011,0
57,1,8,29550.885504779344,2,0,0,75246.9208225892,0,-5117.156056883978,-20211.286820585294,1
26,1,4,46319.58779654482,1,1,0,22749.92826664706,1,-57569.3113092876,-3302.8561236023234,0
22,0,8,88150.02222616192,1,0,1,63425.86274924022,0,-16782.1358817629,38419.11901869898,0
49,0,5,90345.54360782215,4,0,0,69328.26241966094,0,-10873.910822761201,40598.915830352555,2
37,0,5,65930.20939717295,3,0,0,136384.23518214232,0,56116.811536169014,16005.112996964868,2
67,0,3,73255.58607170338,3,1,1,131164.04697367531,0,50916.14782835216,23344.363898058837,2
28,1,7,3929.783322880354,2,1,1,36460.28578339533,0,-43971.877036829705,-45729.017957958706,0
32,1,9,60460.050763718806,2,1,0,87848.7117331966,0,7566.894311797791,10664.213090414749,2
49,0,9,68899.2568370977,1,1,1,112374.6925777984,0,32115.26002005316,19038.081994188622,2
45,0,1,2037.714708023164,2,0,0,50859.07924473551,1,-29578.172700277435,-47659.420661960656,0
39,0,1,84385.89879562556,1,0,0,65220.61772894656,1,-14997.410209661393,34650.22989428626,0
58,0,5,92828.5011650741,4,1,0,147883.38030501865,0,67687.5401751368,42872.68972741874,2
34,1,1,23793.645241878803,3,0,0,116362.49900275252,1,35982.94600063168,-26077.98833265265,1
43,0,4,84579.59326969644,3,0,1,71205.20878336976,0,-9012.324587820054,34827.988043009354,2
61,0,1,66551.25827091643,1,0,1,84771.43849464454,0,4505.851655307124,16763.593092871415,2
24,0,2,58069.58197501984,3,1,1,97609.52966587244,0,17321.31231713084,8247.761885619206,2
59,1,2,84312.59736891485,4,0,0,79837.67769839142,1,-380.59715237718774,34538.0067351628,2
43,1,4,28561.053574520367,2,1,0,67626.80449547152,0,-12739.881136594646,-21180.824559212266,0
42,1,8,79085.6177686854,4,0,0,60308.959422357206,0,-19923.16456330443,29363.046314740313,0
27,0,2,31452.07676682033,3,0,1,33657.42878122171,0,-46701.43834211843,-18199.358698591346,0
62,0,9,78745.65429080738,4,1,0,146306.9577529259,0,66073.62373178803,28794.09044238386,2
36,0,9,45105.40057564575,3,1,0,22797.778593359675,0,-57524.694217571334,-4517.166456214654,0
28,1,2,11694.547149308044,1,0,0,94143.13491227364,1,13731.44343909451,-38117.87829250145,1
30,1,1,38151.98603059905,2,1,1,144344.34224843458,0,64002.923102671906,-11794.20788881529,1
25,0,9,23349.327830975064,2,1,0,62490.42638886384,0,-17890.118788721993,-26378.85478629758,0
57,0,2,10053.155078621912,3,0,0,45338.98895963418,1,-35076.90001958152,-39629.30993400888,0
21,1,8,11028.7068423665,3,1,1,143773.2171735468,0,63359.57673237259,-38915.87013782084,1
64,0,3,78007.13985040499,2,1,1,122243.50659136409,0,42008.29139080648,28119.654252352826,2
48,0,1,88139.78525224676,4,1,0,101703.50495094436,1,21495.34348229025,38306.957204572675,2
45,0,1,92712.9119432504,4,1,0,95678.379781648,1,15482.416881376237,42896.1112555458,2
28,1,2,85394.61723304547,4,1,1,60417.65707918261,0,-19797.667889439443,35671.73397769631,0
60,0,7,83022.40972854418,2,1,1,99784.70175094384,0,19562.920703151685,33194.70916716719,2
18,0,6,6883.585151660598,1,0,1,111503.55925554252,0,31078.995663795882,-42975.05019121384,1
66,0,2,79012.35947217104,3,1,0,14442.336717858943,1,-65789.81961831434,29411.920915046627,0
64,0,4,78328.2659656451,3,1,1,26476.605776734992,0,-53757.414822342034,28695.78524510761,0
69,1,2,13129.03941046132,2,0,0,54115.45900141793,1,-26292.270638699316,-36576.80630304563,0
55,1,1,66200.92319346324,1,1,1,55237.97837248556,0,-25028.436657441896,16491.900312098594,0
41,1,3,45250.73364592815,2,1,0,136072.23082701294,0,55749.74344862449,-4673.458644652448,1
64,0,4,90001.35234720708,4,0,0,105830.75583898848,0,25627.536752871383,40157.52774291406,2
48,1,5,69540.83623956674,4,0,1,62290.62745367214,0,-17966.91916451187,19813.021880161854,0
58,0,5,95098.7536374252,3,1,1,123288.30137646689,0,43098.59362015649,45208.425391081815,2
63,1,7,10492.264527464367,3,1,0,55247.28200594518,1,-25167.472822783086,-39216.58563035935,0
67,0,8,4060.7314452393184,3,0,1,148705.8609928744,0,68273.64910666105,-45896.95537842332,1
43,1,9,97357.9357760546,3,1,0,119426.77314546968,0,39243.09470861631,47477.88191672229,2
66,1,7,8019.216144490438,4,1,0,123174.60394261104,1,42753.02313210943,-41870.500638181096,1
67,1,5,38619.58209102295,4,0,1,46536.155567135625,0,-33803.6715508029,-11066.1719863428,0
22,0,9,64997.06222505548,1,0,0,30304.735487063543,0,-49964.79692022159,15354.435314897739,0
37,0,8,88005.66733340838,3,0,1,64535.46662454177,0,-15672.920254757395,38271.810005977364,0
69,0,9,25457.731821392605,2,1,0,56793.0050684967,0,-23581.905492788646,-24255.287311205506,0
58,1,8,2905.821188502334,1,0,0,117776.4996121944,1,37341.322064433465,-46969.503510520175,1
28,0,6,52128.679049918945,1,1,1,34400.336769152316,0,-45903.475779277185,2475.192081480869,0
50,0,4,47111.20202722413,4,0,0,83845.27990752882,0,3527.9317419172294,-2673.9280737501176,1
67,0,9,30689.318218907956,3,0,0,97947.0619750692,0,17585.93605933478,-19133.30358517724,1
55,0,9,87389.93675014492,1,1,0,63923.168023055,1,-16286.856156671565,37657.71201583195,0
44,0,9,74932.21715832346,3,0,1,38085.02380495224,0,-42158.08096761952,25268.837839807347,0
51,0,3,85811.63831992466,4,1,1,135393.3519863535,0,55178.871754935724,35889.10993529633,2
32,1,3,16180.89594771992,1,1,0,29437.606400279816,1,-50961.90950820983,-33459.24892961462,0
49,1,6,69241.1958940341,1,1,0,52532.61235790498,0,-27725.697538670138,19539.366025135423,0
38,0,6,97510.17354188574,2,1,0,115919.4331055301,0,35736.17245556734,47639.45841236521,2
63,1,6,61191.38918086923,4,1,1,94743.61424368103,0,14463.719916737347,11377.189312570954,2
22,1,5,17136.436529548617,2,0,0,112290.37688839385,1,31893.1115952314,-32724.330283466443,1
23,0,5,99578.03944681343,4,0,0,123227.3283105656,0,43049.54795175274,49687.85768655821,2
55,0,2,52832.35815583782,2,1,1,135355.00424571268,0,55052.70766046991,2910.048799342643,2
39,1,7,84005.90182762472,4,1,1,52639.10215671194,0,-27579.893026320366,34303.73605956001,0
35,0,4,14936.144743043134,4,1,0,76402.7224404316,1,-4000.2744511976052,-34829.05340805108,1
31,1,3,66609.62177579214,1,1,1,106363.42010807915,0,26097.911988690932,16764.461739260274,2
27,1,8,91261.76982038638,2,0,0,121264.39293320602,0,41064.47516935029,41376.84440282618,2
63,1,4,53201.78191119393,2,0,1,90894.34694501285,0,10593.191712805667,3397.86011232523,2
30,0,4,28866.00605848044,2,0,1,81924.74491393137,0,1558.8205533124128,-20913.945396889587,1
48,1,8,12742.18279575865,1,0,1,106846.8963818982,0,26437.949584687725,-37104.07366351734,1
47,0,1,29594.46652383303,3,0,1,63484.05873073037,0,-16879.860444672973,-20136.384060447872,0
20,0,9,35488.4202926858,4,0,0,135118.60146318426,0,54770.12249153304,-14433.198079249203,1
47,0,7,70995.51052298295,2,1,0,39710.65097278997,0,-40542.94212581533,21327.81647484519,0
23,0,2,17862.140702960194,4,0,1,133760.58939829437,0,53365.18038417188,-32055.799095894734,1
46,0,6,10610.48557154076,1,0,0,100106.3379682294,1,19691.738821772306,-39217.81471803595,1
25,1,8,38693.95410337545,4,1,0,94092.1836063866,0,13752.385730915339,-11118.43138332897,1
61,0,5,45865.36164091378,1,1,0,75793.68088281597,1,-4526.956084649588,-3898.324424677012,0
62,0,6,62838.50522175049,3,1,1,31664.445977164763,0,-48610.83882099444,13192.265348190303,0
60,0,8,70753.13013009391,2,1,1,131090.77965183943,0,50836.21724688828,20842.111924053395,2
61,0,6,88927.77088335996,1,1,0,17354.754175959148,1,-62851.00996888243,39319.5420528965,0
50,0,9,28895.35655280361,4,0,0,47795.19337267299,0,-32570.531745295513,-20793.71558484598,0
34,1,9,52860.782269192896,1,1,0,25358.944575990176,0,-54942.886463356546,3231.367925672457,0
65,0,9,36604.07068030652,1,1,0,24956.94366616007,0,-55388.17382036754,-13024.215597484734,0
28,0,6,142.16720309900842,3,1,1,64659.18712833955,0,-15783.161244050025,-49591.708069150336,1
30,1,9,57943.18227199275,2,0,0,32459.59708701221,0,-47828.72583989585,8294.842449145937,0
67,0,3,81579.60756711387,1,1,0,91394.0100476668,0,11168.416917759154,31774.254669619353,2
28,1,5,3643.9486103394097,1,1,0,97802.251549568,1,17369.110144702106,-46178.19170676351,1
48,1,2,349.1758602970241,4,0,0,133493.12183839697,1,53051.08074800852,-49567.98965073233,1
45,1,8,72781.8406510738,1,1,0,51953.50971560201,1,-28295.37019547281,23081.540252677565,0
61,1,4,68385.97250088332,1,0,1,53284.973676599984,0,-26975.61610033452,18682.14229034991,0
23,0,6,40585.21053350209,2,0,1,44491.62147489443,0,-35842.964568431715,-9095.106362211991,0
58,0,6,66160.48816209097,2,1,1,119453.44647321916,0,39186.69612934301,16280.473875407268,2
33,1,5,95338.60725310008,4,0,1,69928.41122611817,0,-10260.468797448106,45590.36371468646,2
21,1,1,24786.279655530365,1,1,1,87339.08186934897,0,6962.27486543711,-25008.07451352951,1
52,0,7,24592.659453158383,1,1,0,62446.45157834405,0,-17930.78260057562,-25135.410483207008,0
65,1,8,18623.220476421386,1,1,1,31953.810126260716,0,-48439.21118107034,-31023.633159099645,0
43,1,1,72398.67499737504,3,0,1,24354.159234945502,0,-55895.643122247566,22771.866907653974,0
29,1,7,35318.923817134004,3,0,1,131558.28528526216,0,51209.367646734856,-14593.213623928816,1
28,0,4,98869.31339871309,4,0,0,47167.43543211294,0,-33011.96243496461,49181.66477445691,0
54,1,6,71464.89034571513,3,0,0,141826.78817714794,0,61574.08294307192,21525.28200853509,2
42,0,9,36737.68866473845,4,0,0,142621.0817791934,0,62275.902837029935,-13203.911582070483,1
35,0,5,14918.603406346476,1,1,0,77049.01800421417,1,-3354.0278883245337,-34848.31562526178,1
36,0,8,59202.48165277222,3,1,1,144202.35171493358,0,63916.98589984722,9256.591193572123,2
40,1,5,29490.32530964255,2,1,1,13988.21028999118,0,-66375.81075142408,-20108.72843843944,0
55,1,2,90550.90812962866,3,0,1,22831.081164357667,0,-57370.38036674658,40928.09130299258,0
35,0,4,44140.43998764747,1,0,0,44063.3551927498,0,-36261.76248871158,-5538.749137144085,0
43,0,2,29264.99645385542,2,0,1,39287.076230160455,0,-41077.63448673333,-20401.42176433145,0
23,0,7,58855.18145706807,4,1,1,45369.29833357523,0,-34916.6419410886,9172.462732211548,0
21,1,7,13697.450097106468,1,1,0,73321.20626149875,1,-7085.078141530874,-36059.538266417825,1
61,1,3,56154.90728028784,2,0,0,18808.989466323885,0,-61484.04669956011,6542.922330614201,0
68,0,7,5611.1478519740185,3,1,1,87754.35971776873,0,7326.49233716751,-44184.244139961826,1
46,0,1,60688.86817472076,4,0,1,53323.59151081689,0,-26957.494153178814,10984.962425707155,0
51,1,1,53016.38439014289,3,1,1,20016.65450031201,0,-60284.74318329734,3401.1948254893214,0
34,0,9,52076.59821389716,2,0,1,115449.29764680366,0,35145.05911072811,2207.2960233103295,2
60,1,6,68416.43870577806,2,0,1,101480.16769669828,0,21219.488177405976,18584.27527587259,2
60,1,5,4445.661442668469,1,1,1,121080.20909529546,0,40649.120098367945,-45438.465761554995,1
33,0,6,45973.14646302961,4,1,0,141492.75416850278,0,61172.17116065328,-3965.4820374324117,1
19,0,6,44403.86630403745,4,0,0,92007.13413929152,0,11682.54785829097,-5402.987399422171,1
51,1,1,45978.244184249925,2,1,1,120140.24032947168,0,39819.74668006433,-3903.5273306295785,1
25,1,5,97989.09710653432,1,1,0,37885.579173040955,0,-42296.12962393744,48326.16712659968,0
30,1,9,13927.847314426032,2,1,1,67451.37380851967,0,-12954.276246005466,-35813.51180554153,0
59,1,4,69042.97570595925,2,0,1,84209.93824938592,0,3950.9882816231257,19256.796845530705,2
25,1,3,40199.613737855645,4,1,0,85769.93284056822,0,5434.1737081968895,-9590.616778828815,1
47,0,1,51172.65243245136,3,1,0,110567.22388260496,1,30260.59570991814,1316.3533230389803,2
49,1,2,76239.39058561962,3,1,1,121431.74359549738,0,41191.82407899627,26354.072802950708,2
53,1,3,15737.5442573481,4,1,0,103359.40975116224,1,22958.451325861985,-34099.436418338926,1
64,1,4,76358.52126364922,1,0,1,16614.36850881094,0,-63624.86212002808,26752.308476132508,0
47,0,7,7033.07826844396,4,0,0,59170.34669699551,1,-21253.633159791243,-42686.20587266183,0
18,0,6,48330.9511209833,1,0,1,90141.46286266904,0,9827.340146595816,-1470.9486365519842,1
60,1,8,74207.08576995805,4,1,0,81101.72440799657,0,856.5363427560515,24429.165085764886,2
56,1,9,19255.145535469943,1,0,1,16271.575452160503,0,-64119.70762409858,-30349.952025447772,0
34,0,6,77091.56460354234,2,1,0,147289.1196674032,0,67051.37755984398,27137.391345502918,2
37,0,7,16681.250692574322,2,0,0,143854.7738136911,1,63456.184628734,-33263.56349792685,1
41,0,4,79923.87569371214,1,0,0,118326.65095758274,1,38096.55337758527,30046.81302319999,2
67,0,2,46893.55729418375,4,1,1,17749.45354794454,0,-62568.23975371783,-2715.5735136829535,0
39,1,9,68463.83318631067,2,1,0,70229.09697104433,0,-10031.34565504812,18714.884262479034,0
46,0,9,91740.64583691883,4,1,0,67367.73738763753,0,-12830.714071848328,41999.23355725426,2
39,1,4,40842.15236137337,3,0,1,88123.64239746929,0,7789.585923988183,-8954.347842750714,1
61,1,3,23295.75268227728,2,1,1,17829.984101212718,0,-62550.545234417565,-26313.508901081117,0
26,0,6,86716.40966176768,4,1,0,69311.9304397728,0,-10899.90643149185,36969.838243638624,2
54,0,3,16161.664810477816,4,1,0,116097.50437967024,1,35697.63013879991,-33709.23608955485,1
27,0,1,63147.60518374166,3,0,0,149721.1129394484,1,69446.23250792192,13187.005503325665,2
53,0,4,92325.32880406146,4,1,0,93362.04998057349,0,13165.063280832954,42514.69736112447,2
54,1,1,67439.67115353057,1,0,1,141685.7235733209,0,61422.30057454501,17500.45270981537,2
45,1,2,19568.108545001527,2,0,0,149795.3873660816,1,69404.46422120491,-30392.53441820085,1
45,1,3,15228.395176323294,1,1,1,70869.46990833661,0,-9532.72912215002,-34522.07018983929,1
59,0,8,25230.553110059107,3,1,1,103616.66040253754,0,23240.97886903037,-24607.14622301543,1
60,1,4,39140.68328565784,1,1,0,39850.117023926,1,-40488.29884737768,-10527.269201294715,0
38,0,4,15915.90318499031,4,1,1,76590.50212662874,0,-3809.886537017912,-33849.79845570423,1
41,1,9,79781.40664413176,3,0,0,20977.616020516572,0,-59252.51580094571,30163.56336711687,0
59,0,7,35703.53426088887,3,1,1,14080.968990898456,0,-66266.50789351772,-13895.788513910156,0
57,1,2,93608.67359127264,1,1,1,135008.706900655,0,54814.989835984816,43687.141786679356,2
19,1,3,84249.0864035324,3,0,1,130176.04642744032,0,49957.42381380759,34340.456092972316,2
25,0,4,90881.82628016864,1,0,0,53689.05215608884,0,-26511.63775278446,41176.8403540277,0
65,1,4,29449.271500354003,1,1,1,73973.42611940936,0,-6390.916782631612,-20309.509433084528,1
44,1,8,57373.154382219014,1,1,1,79105.44257850999,0,-1184.563510186912,7600.609036215748,2
39,0,6,32144.951804235745,3,1,1,82898.15724895414,0,2540.960584111992,-17637.603258771454,1
54,0,3,25694.851158084763,3,1,1,28839.940630673987,0,-51534.239502894256,-23943.73600073595,0
44,0,9,60708.67812025506,2,1,1,118508.22663810496,0,38226.962618113335,10831.200075258123,2
46,0,8,81799.53805997821,1,0,1,58694.196957733235,0,-21530.694717187238,32081.256737371245,0
20,0,9,9359.780612665423,1,0,0,14437.325372191985,1,-65980.3005316737,-40240.39765801218,0
61,1,5,27576.87613660714,1,0,1,104718.61317377872,0,24349.175481326485,-22263.765771434297,1
30,0,3,20513.41808861272,1,1,1,126182.84945403563,0,45794.527099685714,-29384.353271651256,1
62,1,4,79835.01731560643,1,1,0,138537.75013895877,1,58307.34439399441,29904.13728070091,2
27,1,5,93337.20730922194,1,1,1,104416.74488919674,0,24222.413284055,43497.13608328532,2
53,0,9,7994.271018335897,1,1,1,36779.06239481763,0,-43642.27861024492,-41665.393509131856,0
26,1,9,37921.3414707241,2,0,0,92569.27440160744,0,12227.424633311413,-11886.986108070836,1
44,1,3,91450.90427186569,2,0,0,137646.6776425693,0,57447.20550388102,41522.35578937723,2
51,0,7,34463.82205462983,4,1,1,59078.41366864265,0,-21272.523856994412,-15255.314537704318,0
68,1,6,71266.14363137032,1,1,1,143469.10104835176,0,63215.860838437584,21322.16287997373,2
18,0,4,10066.6386519343,1,1,1,23675.0700414705,0,-56740.7064140141,-39558.140189487516,0
49,0,5,44438.75316121423,2,0,1,111927.3841467763,0,31602.820280456945,-5421.1438805833095,1
42,0,2,50330.07755916285,2,0,0,26787.564149589372,1,-53521.01062009385,696.8680893628407,0
46,1,7,75766.40779850603,1,1,1,121842.5424067218,0,41601.361969800724,25879.99782658455,2
24,1,4,28882.46505798262,1,1,0,23671.792938408027,0,-56693.88110536542,-20742.371764772368,0
66,1,2,26418.85725505271,2,0,1,55601.50560908289,0,-24770.8414759008,-23290.99258518647,0
20,1,6,30296.767019583134,2,1,0,118760.63998993262,0,38398.39478956671,-19581.27532479313,1
37,0,2,55569.65087937408,4,0,1,74427.05790840859,0,-5867.733954353505,5809.569430797899,0
37,1,2,87600.44134647508,4,1,0,133576.10594201405,1,53366.39527338058,37682.745546164304,2
47,0,7,83094.13964613069,1,0,0,66243.30068803961,1,-13978.170508498966,33355.7521446721,0
52,1,1,5794.565641100191,2,1,0,149294.1368403971,1,68866.53961547448,-44164.69377501975,1
52,1,7,87895.51112920235,4,0,0,12614.471028444776,0,-67594.02503122189,38299.90828406167,0
66,1,5,9510.937421839182,1,0,0,107448.70885180026,1,27031.15591591182,-40336.91007937542,1
56,1,1,41534.80693188697,4,1,1,138224.26790021494,0,57891.87827509192,-8395.102584955908,1
44,1,6,76540.44392542212,4,0,1,85038.1062217526,0,4799.117342753452,26752.03326137024,2
43,0,7,8151.103603394316,4,1,1,148391.2934218705,0,67969.97429277595,-41805.76009235279,1
31,1,1,4039.9680276966833,3,0,0,109123.43017793116,1,28691.303164776997,-45812.319480772596,1
34,1,9,32999.58036107942,1,1,0,70133.68118661121,0,-10221.194564090198,-16748.98876300078,0
35,1,7,72992.56078573148,4,1,1,82152.83288774964,0,1904.4069691914483,23211.845544313466,2
62,1,1,52175.643757211474,1,0,0,132845.73863184202,1,52541.702290400324,2260.018344742486,2
69,0,3,41700.18706096876,1,1,0,144061.68975838154,1,63729.71986823667,-8245.26680575109,1
46,1,5,81307.33175157217,2,1,0,87824.0781356017,0,7597.772553322313,31511.485761126147,2
37,0,4,76670.92621942447,1,1,0,53001.03438209681,0,-27237.493506699502,26967.82270952133,0
44,1,2,78604.32097339646,4,1,1,43505.51422416104,0,-36727.83176544301,28926.495072698024,0
35,0,1,45972.68239492019,1,0,1,76786.7493580661,0,-3533.6054785469896,-3793.6483659504083,0
21,0,4,1944.9242492031285,2,0,1,51487.399331591354,0,-28950.102034003663,-47753.883863274044,0
18,0,7,17213.697349153023,3,1,0,68917.14132167828,1,-11479.764494999137,-32531.576430603836,0
67,0,4,74130.04282766258,3,0,1,126825.35270916906,0,46579.79742983235,24230.370534676076,2
18,0,9,75317.3471749625,2,1,0,76078.26202313883,0,-4163.952049915824,25552.798929731878,2
43,1,8,97229.86127013364,4,1,1,99723.0446078612,0,19539.09499164777,47402.27452412145,2
62,0,8,19018.652691019277,4,1,1,22614.957400184307,0,-57776.977863941436,-30603.335051164868,0
37,1,5,12292.678815264502,4,0,0,116697.81215822443,1,36287.63345787328,-37579.80685093465,1
69,0,1,13878.963373601438,1,1,1,77606.59396720811,1,-2799.2220727139065,-35889.436680882594,1
40,0,9,18478.81150741403,3,1,0,60531.95531575721,1,-19861.551953010858,-31244.138871875937,0
27,1,2,52846.833950787455,4,0,1,95538.5199798128,0,15236.402968151524,3030.5470163036152,2
28,0,6,97521.14629741517,3,1,1,24278.010960367785,0,-55904.89562960138,47894.451912717916,0
58,0,5,58943.1483000607,2,0,1,67959.81133980253,0,-12325.974622966663,9200.275729573441,0
58,0,8,52268.806564664286,3,0,1,123536.14034268008,0,43232.38505786461,2377.970219157207,2
